,Unnamed: 0,blog,date_joined,followers,following,fullname,id,likes,lists,location,num_tweets
0,,bjymdelhi.org/current-state-…,3/29/2009 10:50,9875,611,Abhimanyu Tyagi,27467714,4516,0,"New Delhi, India",22172
0,,,6/17/2009 10:41,996,581,Vivek Tiwari,48043844,37312,0,,50883
0,,rahulsinghlko173.com,5/1/2016 17:24,6243,4083,Rahul singh,7.2693E+17,8042,0,"Lucknow ,Uttar Pradesh, India",2880
0,,teamtaraktrust.com,7/22/2015 8:37,1670,95,Ajay,3287645844,2458,0,"Hyderabad, India",5148
0,,stratnewsglobal.com,7/30/2018 5:20,1721,393,amitabh p revi,1.02391E+18,17772,3,India,29661
0,,mstdn.social/@smileyazam,5/13/2014 1:29,16599,1334,Smiley Azam  💙,2492617254,11363,0,"Sathyamangalam, India",114933
0,,,9/9/2009 23:30,4663,5012,GEORGE KALLIVAYALIL,73058049,34403,1,New Delhi,5677
0,,facebook.com/cinemahallente…,11/24/2010 21:09,28230,662,AhiTeja Bellamkonda,219552318,1518,0,Born in Antarvedi Made in HYD,31926
0,,,,,,,,,,,
0,,amirmateen.com,2/7/2013 0:30,583722,971,Amir Mateen,1156489574,5363,1,Islamabad,28365
0,,,12/9/2009 7:49,19043,1519,Faisal Ahmad Jafri,95672065,16844,2,"Karachi, Pakistan",126052
0,,jazz.com.pk,6/23/2015 5:21,10837,253,Aamir Hafeez Ibrahim,3253645321,1676,0,"Islamabad, Pakistan",1288
0,,,11/14/2009 4:54,38899,1091,Nidhi Kulpati,89931004,10353,0,India,7754
0,,,3/4/2020 1:37,35380,26,.,1.23514E+18,315,0,,1285
0,,,5/16/2012 10:03,35052,547,إبراهيم.,581995448,2470,2,,29585
0,,instagram.com/ariff.azam,12/6/2011 22:16,923,789,STAY AT HOME!,430466745,14537,0,,53672
0,,,5/26/2010 2:57,395,1035,Ranjan Kumar Mohanty,148293548,353,0,Bhubaneswar,141
0,,jasonleong.my,7/22/2012 19:40,12581,377,Dr Jason Leong,711664434,10652,0,"Kuala Lumpur, Malaysia",10919
0,,,2/11/2016 7:41,3421,5002,jeyakumar,4893246326,11278,0,,18139
0,,,7/20/2010 1:44,157,500,vijay,168587761,3007,0,vijayawada,14874
0,,askraushan.wordpress.com,10/31/2010 3:43,23481,1067,Raushan Raj,210402450,17119,4,Indraprastha,162671
0,,inkhel.com,10/8/2012 0:22,1712,870,Sp Ngente,867575365,98974,3,"New Delhi, India",24383
0,,ConnectionPoint.in,4/15/2009 12:51,761,2492,Yasser Rahman,31498683,1989,0,MAA / BLR / COK / DXB,5023
0,,,11/14/2011 8:04,3908,976,ِِِِ,412367039,25085,3,,242228
0,,iyc.in,10/27/2011 7:06,162903,469,Kunal Choudhary,399437937,31313,3,"Bhopal, India",73743
0,,,,,,,,,,,
0,,thehowlinglupine.blogspot.in,6/13/2009 7:50,1562,886,The Alpha Male,46897617,12024,0,#TDPTwitter,175938
0,,amazon.in/Healed-How-Can…,7/26/2009 13:42,322582,235,Manisha Koirala,60391683,18402,1,kathmandu nepal,14462
0,,twitter.com/search?q=from%…,1/17/2018 10:57,2653,2535,लंबर दार,9.53703E+17,12976,0,"Kanpur, India",12618
0,,http://www.notsobigtohav.com,12/24/2010 1:22,341,389,Naidu - Bhushan,230113966,19251,0,Bangalore - INDIA,48924
0,,,9/29/2012 6:12,24502,252,Dr Afida Sohana,852846786,1870,0,,2965
0,,,9/4/2013 1:19,4503,1605,Engr. Syed Haris Ahmed  🇵🇰,1727995530,4567,1,"Karachi, Pakistan",7329
0,,saabanvali.com,5/7/2009 19:49,41918,1146,Shuchi Singh,38589047,13922,0,Blah'osphere,43781
0,,taptitechnology.com,8/12/2012 21:42,3315,3710,Gopiraj(INC) 🌐,754439107,29494,0,Surat,2680
0,,,6/26/2011 21:58,1825,1615,matho,324758788,23127,0,,42792
0,,,5/18/2015 0:41,5314,334,Sanjay Bhattacharyya,3288027513,5992,1,"New Delhi, India",4482
0,,infopku.com,7/20/2010 1:54,233731,26843,Informasi Pekanbaru,168590064,578,10,"Pekanbaru, Riau, Indonesia",202227
0,,Instagram.com/armuni.jm/,8/29/2010 15:01,1085,499,Arie BangsaOne,184557964,237,0,"Lampung, Indonesia",4864
0,,,11/1/2012 4:55,769,754,MyLovePeony,918860347,76864,0,,75031
0,,dubai.ae,12/8/2011 9:40,39175,592,حسن سجواني  🇦🇪 Hassan Sajwani,431777800,26336,0,"Dubai, United Arab Emirates",93219
0,,,12/29/2017 23:25,2276,974,Raja Fahad Ali Khan,9.47006E+17,42248,0,"Islamabad, Pakistan",10404
0,,manojmuntashir.com,1/16/2010 2:41,159291,607,Manoj Muntashir,105442995,35001,0,Mumbai-India,23529
0,,whatmillennialswant.blog,8/23/2010 9:40,1305,1204,Vivan Marwaha,182016585,15656,0,"New Delhi / Washington, DC",4428
0,,thepujanbiswasblog.wordpress.com,8/24/2010 12:51,2298,1446,Pujan Biswas,182517557,23043,0,Tripura,23029
0,,Instagram.com/stefyna.emily/,9/18/2013 2:00,4588,3570,Stefy,1878720026,81361,0,"Kuching, Sarawak",83480
0,,,8/6/2016 6:17,3856,702, 🇮🇳 #MSG_Ka_Diwana  💖,7.61914E+17,191072,0,"Dausa (Near jaipur),Rajasthan.",316872
0,,,5/2/2010 0:00,1269,68,Amit Sharma,139320898,3722,0,"Jaipur, India",1105
0,,qatarquick.com,12/30/2013 19:21,446,136,Brian Candy,2253427305,383,0,"Doha, Qatar",2627
0,,faceboo.com/OfficialNavjyo…,7/23/2009 11:26,544,313,Navjyot bandiwadekar,59546102,372,1,"Mumbai, India",4166
0,,,,,,,,,,,
0,,Instagram.com/tiiiiimothy,10/7/2012 3:00,8594,5280,tim handsome,866087911,53038,1,,84077
0,,,9/25/2009 4:36,2699,3855,Latoya Ferns-Advani (लटाँया),77192816,7234,2,INDIAN WITHOUT BORDERS.,29640
0,,facebook.com/kirubamunusamy,2/19/2011 23:59,5472,563,Kiruba Munusamy,254913934,3372,1,Chennai/New Delhi,4554
0,,facebook.com/groups/kasavan…,2/17/2018 22:44,2493,112,SaveBellandur(ಬೆಳ್ಳಂದೂರು ಉಳಿಸಿ),9.65115E+17,3542,0,"Bengaluru, India",2587
0,,,5/30/2015 11:31,734,497,Steppenwolf  🐲 ⛩,3303938759,7179,0,"Yamanashi-ken, Japan",7024
0,,Instagram.com/SanjayJhaCongr…,6/25/2009 22:57,489232,3775,Sanjay Jha,50943008,25036,1,Mumbai.India,64929
0,,facebook.com/kamrankhan.zeb,5/14/2014 16:16,2146,305,Kamran Khan Zeb,2495289270,6424,2,"Swat, Pakistan",8332
0,,,6/3/2010 4:51,104336,1311,Rupa Subramanya,151432737,85290,0,India/Canada,107738
0,,instagram.com/clinica_kw,8/13/2010 7:09,204006,158,د. محمد نبيل الصفي,177957575,3998,0,القدس,83845
0,,,10/5/2010 4:06,15803,5315,Virendra Sharma,198831987,66703,0,Jaipur,16299
0,,rajasthanbjp.org,1/19/2019 1:30,2732,1671,Aashif Qureshi (BJYM) 🇮🇳,1.08656E+18,49856,0,"Rajasthan, India",12983
0,,ppp.org,8/25/2016 9:02,2498,1680,Noman Hassan Panhwar,7.68841E+17,49863,0,Pakistan,45146
0,,pakistanpolitico.com,1/20/2012 14:57,7650,1215,Rabia Akhtar,469739930,16502,0,"Univ of Lahore, Pakistan",16754
0,,,4/30/2016 19:40,340,474,Ltgen AK Choudhary.,7.26602E+17,334,0,"Patna, India",1533
0,,instagram.com/meorzmeoraz,10/27/2019 22:52,601,877,meorzmeoraz,1.18869E+18,802,0,"Petaling Jaya, Selangor",397
0,,t.me/shopwithdira,10/24/2010 2:38,9446,986,dira  🦷 🧚🏻‍♀️,207017555,125439,0,Multipurpose Country,227077
0,,,9/29/2009 1:30,829,1335,Allahdino Channa,78253905,9031,1,"Islamabad, Pakistan",7522
0,,instagram.com/stavrosavgoust…,12/4/2009 7:37,767,1941,Stavros Avgoustides,94580914,3661,3,Cyprus,4059
0,,instagram.com/abijitganguly,12/27/2010 9:19,34655,940,Abijit Ganguly,231122790,8033,0,"Mumbai, India",6353
0,,,3/20/2019 11:05,71,100,Ahsanullah Cheema,1.10843E+18,13,0,,131
0,,,2/22/2017 11:41,4149,3893,LaLa Muneer Farooqui (PPP),8.34488E+17,92933,0,"Hyderabad, Pakistan",73928
0,,,12/12/2009 9:12,5323,705,☇Amrit अमृत 卐  🇮🇳,96379514,41915,0,Bharat ! ततः किम्,71698
0,,,3/30/2018 0:30,9286,288,Sabeen Riaz,9.79622E+17,30873,0,Pakistan,33894
0,,facebook.com/pages/Karem-Ay…,8/4/2010 19:46,3256,1074,° Karem Ayala °,174895621,7746,0,"Distrito Federal, México",19255
0,,anshultiwari.com,2/11/2013 21:57,15176,170,Anshul Tiwari,1171052552,9246,0,भोपाल मध्यप्रदेश,6773
0,,prasadkarwa.com,1/3/2013 6:53,7031,301,Prasad Karwa,1057978826,81934,13,"Bengaluru, India",91918
0,,,8/30/2016 8:56,5005,348,Rai Sahab  🇮🇳,7.70651E+17,34911,0,"New Delhi, India",314853
0,,,5/12/2010 9:39,22452,1364,I Am A Nishtha Gautam,143114327,4547,5,State of Mind is Gaon. Dilli,48581
0,,,12/16/2015 1:28,26318,383,Amna Khan 🌐(Stay at home to Stay Safe),4501473269,52031,1,Mareekh ...!!,105223
0,,breathedreamgo.com,6/5/2009 4:25,29317,10470,Mariellen Ward,44871646,17261,26,"Rishikesh, India",63953
0,,bitcoin.com,8/10/2010 3:48,598368,973,Roger Ver,176758255,57649,0,Saint Kitts and Nevis,3478
0,,,5/20/2018 3:47,48,4,Amul Ice Cream Parlour - Vasudev Enterprises,9.98153E+17,212,0,Thane West,200
0,,,1/6/2018 22:42,17083,8715,TC Gehlot Office,9.49894E+17,1880,0,"New Delhi, India",3455
0,,,8/4/2011 22:27,656137,168,Adisorn P.,348897168,16153,0,"Supanbury,Liverpool",125358
0,,president.gov.af,7/3/2011 23:36,460651,392,Sediq Sediqqi,328894456,4957,0,Kabul Afghanistan,7855
0,,aeonhomeopathy.com,9/23/2012 10:33,478,970,Dr.Sushil Dubey,842090826,6174,0,Mumbai,10422
0,,,1/19/2014 3:35,1701,108,Bhavika Jain,2299530205,688,0,,6275
0,,learnersrepublic.com,8/14/2011 22:12,4003,959,Naveed Iftikhar,355323100,19631,0,Islamabad,13738
0,,instagram.com/fxkhrudeen,12/29/2019 3:32,5659,1686,D é e n,1.21125E+18,19116,0,Malaysian,7562
0,,debbiediscovers.me,3/3/2015 21:01,67545,35271,Deborah Kay,3060836348,20863,124,"Singapore, London, New York",17597
0,,instagram.com/bhaatdaal?igsh…,9/11/2019 5:06,1395,454,Jyoत्स्ना,1.17176E+18,23728,0,हिंदुस्तान,26150
0,,tech.economictimes.indiatimes.com/author/4792143…,9/21/2015 3:12,2260,474,Biswarup Gooptu,3636707773,317,1,"New Delhi, Delhi",4066
0,,,1/13/2010 4:54,12901,1705,Payal Mehta/પાયલ મેહતા/ पायल मेहता/   পাযেল মেহতা,104473820,5653,0,"Noida, India",30846
0,,ibraahimnolosha.wordpress.com,5/18/2014 8:24,6816,367,Ibraahim Nolosha,2504748918,6111,0,Somalia,7132
0,,onelink.to/ruxcgu,9/2/2009 3:17,3540540,583,Royal Challengers Bangalore,70931004,4688,7,,44305
0,,,11/28/2012 5:09,7528,150,Arshisarunmumbaifan,976093454,101999,0,"Mumbai, India",104371
0,,,4/21/2013 0:42,242,211,Anooj Pal,1368932304,936,0,Surat,1224
0,,,9/17/2018 20:57,2547,3511,शुभम अग्रवाल,1.0419E+18,19919,0,"Uttaranchal, India",4379
0,,rollingstoneindia.com/author/riddhi-…,4/3/2011 6:35,7895,917,Riddhi Chakraborty⁷,276494998,55710,0,India,31933
0,,facebook.com/AntoAntonyMP,10/27/2017 4:28,2162,56,Anto Antony,9.23874E+17,2363,0,New Delhi and Pathanamthitta,645
0,,,1/2/2011 11:37,498,503,fahmi rahman,233262832,447,0,,26920
0,,,8/19/2013 6:20,40555,118,T_047,1683282691,1766,0,,3357
0,,,5/7/2017 0:29,3751,4994,chowkidar Arjya Pandey  🙏 🙏,8.61121E+17,160438,0,Bhubaneswar  India,123102
0,,,2/14/2013 9:59,149,1124,Aatif,1179887760,8511,0,islamabad,6070
0,,,10/11/2019 10:46,5406,31,NOIRITA 👶 🍊,1.18271E+18,27047,0,"Dubai, United Arab Emirates",4558
0,,,12/28/2015 22:47,2302,435,gauri maulekhi,4671542414,1177,0,"New Delhi, India",1400
0,,siddhshri.com,1/5/2019 20:08,3678,2853,S.B.Siddh 🌺Natureप्रेम मेरा 🌺भारतीय कट्टर हिन्दू 🚩,1.08176E+18,10813,0,"Rajasthan, India",25161
0,,,5/24/2010 8:06,800,679,راشد مقصود,147597403,2072,0,"Lahore,Pakistan",3916
0,,,10/19/2009 0:18,1051,280,NN Ojha,83544085,17169,0,Mirik (Darjeeling),11102
0,,,6/3/2011 21:57,3707576,111,DILJIT DOSANJH,310679156,2366,0,PUNJAB #DosanjhanWala,57828
0,,,11/12/2018 19:37,2406,177,Ashwini_Deshpande,1.06219E+18,4069,0,"New Delhi, India",1909
0,,,,,,,,,,,
0,,Ajithfans.info,7/12/2010 1:02,177821,17,MASS AJITH,165688344,3796,1,India,18338
0,,,12/19/2012 5:43,3358,3485,ஆழ்வார்ப்பேட்டை ஆண்டவர்,1022119357,21118,0,chennai,5429
0,,facebook.com/abdullah.ghotki,6/1/2012 5:57,7008,3083,Abdullah Dayo,596520120,35092,0,Ghotki / Islamabad & the world,14059
0,,mediaodisha.in,7/17/2013 8:13,9816,779,Sujata Padhy,1601200255,19764,0,"Bhubaneswar, Odisha",8773
0,,,12/12/2015 6:40,5372,198,SRKFANSASSOCIATION,4538566158,5797,0,"Bengaluru, Karnataka",11087
0,,,5/4/2015 23:54,1959,1114,vikram kumar bagde,3235173910,7389,0,"Mandsaur, India",2746
0,,bjym.org,5/31/2012 7:17,2023,641,Yash Binani  🇮🇳,595602966,32741,0,"Kolkata, India",32817
0,,,1/3/2017 9:09,1009,1291,Karishma Sharma,8.16331E+17,38146,0,Delhi | Chennai,3619
0,,,4/19/2017 6:47,952,797,𝐑𝐢𝐭𝐢𝐤 𝐆𝐮𝐩𝐭𝐚 : #𝙎𝙩𝙖𝙮𝙃𝙤𝙢𝙚,8.54693E+17,5113,4,"New Delhi, India",4626
0,,filmcompanion.in,2/5/2010 7:13,1524990,747,Anupama Chopra,111615736,1710,0,Mumbai,6686
0,,,7/18/2009 12:48,512,316,Ruhail Mircha,58015095,287,0,"Srinagar, India",181
0,,,3/13/2012 23:48,28135,424,ANIRUDH DAVE,524084832,21543,1,"Mumbai, India",7631
0,,prempanicker.wordpress.com,9/11/2007 0:46,82572,1730,Prem Panicker,8805142,145471,15,"ÜT: 12.979221,77.6626",82784
0,,,11/28/2015 5:13,5588,3729,Augustine Varkey,4388415132,20432,0,,138731
0,,hindi.news18.com/tag/vikrant-ya…,4/9/2013 19:39,28537,90,VIKRANT YADAV,1340825414,1661,0,Delhi,12875
0,,,7/23/2017 23:17,2143,320,raju srinivas,8.89369E+17,30201,0,,5862
0,,,8/13/2019 1:17,748,1849,Rajneesh Tyagi,1.16119E+18,47253,0,"Muzaffarnagar, India",92834
0,,,8/23/2019 7:14,343,133,Sandeep lnsan,1.1649E+18,10074,0,👑.. 🅿️ 🅱️ 1️⃣ 3️⃣.. 👑/India..,13321
0,,facebook.com/events/1489629…,11/5/2014 10:28,675,219,Anindita Bhadra,2891063438,5989,0,Kolkata,3378
0,,indiatoday.in,2/14/2009 23:52,17380,1914,Chaiti Narula,20899069,10079,0,"Mumbai, India and New Delhi",23618
0,,curiouscat.me/40Mns,3/31/2013 4:03,1825,409,M40,1318180321,14676,3,𝔸𝕓𝕦 𝕕𝕙𝕒𝕓𝕚,11556
0,,inc.in/en/aicc-depts-…,3/5/2016 2:02,26030,69,Nadeem Javed,7.06057E+17,2598,0,"New Delhi, India",3559
0,,,2/5/2017 22:20,2194,4970,"Robin-Cong, RSS stay away",8.28488E+17,16587,1,Tambaram,11645
0,,,1/23/2016 12:09,4364,522,Deeptiman Tiwary,4804346834,9442,0,Delhi,19455
0,,,10/24/2010 20:41,5435,262,Jehan Hameed,207350526,3347,1,"Colombo , Sri Lanka",3176
0,,,12/6/2017 4:44,2876,4630,Waqas Gujjar,9.38389E+17,5428,0,Faisalabad pakistan,8731
0,,,1/13/2010 14:18,1162,952,Gulraiz Khan,104624262,10025,2,"Karachi, Pakistan",5618
0,,,8/25/2018 11:01,2720,133,Uttarakhand Pradesh Congress Sevadal,1.03341E+18,3730,0,Dehradun,6546
0,,,4/24/2018 11:16,90567,12526,Farha Tigress,9.88844E+17,95520,0,"Rawalpindi, Pakistan",171001
0,,policymsia.blogspot.my,8/14/2013 1:52,4985,1430,G 🇲🇾,1669967366,29111,0,moving target (under RMO now),94229
0,,emro.who.int/countries/omn,11/20/2017 2:56,5284,95,WHO OMAN,9.32563E+17,656,0,"Muscat, Oman",1648
0,,akashlimbani.com,4/17/2014 20:59,336,159,Akash Limbani #StayAtHome,2450804947,7027,3,"Ahmadabad City, India",3189
0,,instagram.com/tondbz,1/7/2019 23:28,60537,271,tondbz,1.08254E+18,12710,0,"Bangkok, Thailand",2352
0,,alkhidmat.org,3/30/2013 22:45,12927,13,Alkhidmat Foundation Pakistan,1317803029,356,0,"Alkhidmat Complex 3-KM, Khayab",7834
0,,,8/22/2010 6:26,10964,127,Vivek K. Tripathi,181544347,100169,0,"Lucknow, Uttar Pradesh",60929
0,,,10/1/2015 21:58,25217,24123,Engr.Saad Kaleem 🇵🇰,3840013756,45064,0,"Balochistan, Pakistan",44126
0,,ncp.org.in,8/17/2010 10:40,428401,109,Dhananjay Munde,179596018,3852,0,Parli vaidynath,7212
0,,,10/3/2011 4:01,24488,3414,Nazim Sattar,384257122,37,1,,47917
0,,photography.com,3/27/2017 22:49,448,1076,संदीप श्रीवास्तव 🚩बिहार वाले 🚩,8.466E+17,958,0,"Bihar, India",668
0,,,7/22/2016 0:00,508,459,CHAKRADHARI MANDAL,7.56383E+17,4403,0,"Orissa, India",7972
0,,youtube.com/channel/UCc4KL…,5/15/2009 9:32,19722,703,Sandeep,40276045,13523,0,"New Delhi, India.",15734
0,,,12/13/2014 0:51,2359,2146,CA Deepanshu Goel,2928322436,62121,0,"New Delhi, India",99206
0,,twitter.com/search?q=from%…,3/25/2016 3:56,20065,5478,#ℋ ⚕ռɖʊ ℳoͦͦͦͦͦͦͦͦռl࿐,7.13319E+17,46314,1,Bengaluru,98760
0,,,4/10/2017 9:29,5695,5726,Shaik Ahmed Saudager,8.51472E+17,31061,3,In God,72294
0,,dailyo.in/user/6481/ishi…,8/25/2011 12:39,39055,697,Ishita Yadav,362054834,52117,0,"New Delhi, India",23225
0,,dmk.in,5/28/2009 22:52,29150,4439,இசை,43282183,2002,19,DravidaNadu,98745
0,,,1/29/2009 23:14,2951,634,𝕾𝖜𝖆𝖗𝖚𝖕 𝕯𝖆𝖘 (ସ୍ବରୂପ)  🇮🇳,19757988,6873,8,Bhubaneswar,34785
0,,,9/5/2010 4:06,430,145,𝓐.𝓝𝓪𝓼𝓲𝓻 𝓐𝓷𝓼𝓪𝓻𝓲 عبداللہ ناصر انصاری,187138245,14811,0,INDIA,10649
0,,mdpvvnl.org,4/25/2017 19:20,11548,120,Arvind Mallappa Bangari IAS,8.57057E+17,16343,2,"Meerut, India",6670
0,,m.facebook.com/pankhuri.pathak,11/9/2014 21:35,300961,2005,Pankhuri Pathak पंखुड़ी पाठक پنکھڑی,2895357769,29966,0,"Noida, Uttar Pradesh",43905
0,,facebook.com/Kashifalvi.Jai…,1/25/2011 23:01,213,470,Kashif Alvi (کاشف),243073718,16541,0,New Delhi,4371
0,,,1/31/2011 1:51,5464,161,Amitabh Sinha,245284856,297,0,Delhi,4137
0,,eastindiacomedy.com/tickets,5/4/2009 23:26,948651,291,Azeem Banatwalla,37872206,577,0,Mumbai,27897
0,,,7/21/2014 22:42,34,80,Rohit Dwivedi,2668512452,4184,0,india,6677
0,,punjabi.pratilipi.com/user/8ts465ao9…,4/20/2019 21:15,241,395,ਸਤਨਾਮ ਸੋਹਲ  👓,1.11982E+18,3938,0,"Raikot, Punjab.",5210
0,,,12/31/2017 3:07,754,210,AMBAbsolute,9.47424E+17,19547,0,"Mumbai, India",49970
0,,,2/24/2010 23:26,14447,1939,Fighter,117334686,10743,0,भारत,279493
0,,iyc.in,5/22/2014 12:37,19378,121,Tamil Nadu Youth Congress,2516190145,6610,0,"Chennai, India",31950
0,,,6/14/2009 23:14,2157,330,Ramesh Narayan,47274668,8734,0,,8079
0,,m.patrika.com/crime-news/jha…,8/26/2017 19:11,7343,5182,Ranjeet Oraon,9.01628E+17,14855,0,LATEHAR | JHARKHAND | INDIA,5991
0,,sscnasscom.com,3/15/2010 10:34,6679,1989,Udaya Sankar,123306951,3700,0,Chennai,3428
0,,scmp.com/author/bhavan-…,3/14/2009 23:29,5414,4506,Bhavan Jaipragas 八万,24496296,5587,7,"Hong Kong, Singapore, KL",13466
0,,t.me/fae_shops,11/20/2014 9:06,340,149,10K Richie Rich,2905350248,3886,0,Malaysia,25178
0,,facebook.com/100010119120631,4/13/2016 11:48,10578,229,Chaminda Vaas,7.20323E+17,1288,0,Sri Lanka,176
0,,facebook.com/shaikh.ubaid.56,4/7/2016 1:35,238,689,Sheikh Ubaid (شیخ عبید) 🇮🇳#StayHome_SaveLife,7.17994E+17,4895,0,New delhi,2669
0,,OBPNews.in,2/22/2020 2:38,2401,463,OBP न्यूज़ हिंदी,1.23117E+18,6175,0,Kingdom of Fekoslovakia,722
0,,plpunia.com,12/18/2010 23:42,56126,281,P L Punia,228280120,3802,0,"Barabanki, Lucknow & Delhi",1436
0,,,2/15/2012 5:55,58,9,The sensible Indian (ज़रा हट के),493146577,50,0,"Pune, India",2347
0,,sultanalqassemi.com,6/12/2009 13:47,492022,5783,سلطان سعود القاسمي,46744791,6700,7,"Greater Cambridge, MA",112630
0,,youtube.com/c/RightNarrati…,12/22/2008 9:40,38262,2663,Gunja Kapoor,18311617,25520,0,"New Delhi, India",36788
0,,,1/21/2017 21:46,1656,436,Saurabh Agrawal,8.23044E+17,32333,0,India,61077
0,,facebook.com/umairahmadyous…,4/10/2019 4:27,867,1179,Umair Ahmad Yousafzai,1.11594E+18,3749,0,"Peshawar, Pakistan",1411
0,,,6/30/2009 6:36,380,382,Ajai Sharma,52395565,1710,0,"Kerala, India",486
0,,opulenceinvest.com,5/17/2013 11:16,5454,2036,Harsh Chaturvedi हर्ष चतुर्वेदी,1436344382,34254,1,"Noida ,Uttar Pradesh, India",30062
0,,Instagram.Com/GamikGupta,1/9/2020 12:20,92,59,Gamik Gupta™ (NinetyNine),1.21537E+18,640,0,"Mumbai, India",378
0,,,9/14/2012 8:06,34,82,Sri Prashanth Sharma,823457767,2216,0,Sri Lanka,476
0,,m.youtube.com/channel/UCChUc…,8/11/2018 22:01,9744,3715,Ihsan Marwat  🍥,1.02851E+18,10811,0,"Lakki, Pakistan",12715
0,,,1/23/2018 4:15,10756,36,SP AMRELI,9.55776E+17,940,0,"Chital Road, Amreli",250
0,,facebook.com/profile.php?id…,5/16/2018 5:34,48440,23,Ankit Parul,9.96731E+17,40,0,Delhi Ncr,99
0,,,9/15/2013 2:38,3691,1277,Vrushant Rekha Merchant,1867032180,15493,1,"कर्णावती,भारत",63809
0,,bjp.org,4/21/2010 23:51,208299,138,Shaina NC,135782269,6351,0,Mumbai,11329
0,,theblogtimes.com.pk,10/9/2019 10:32,4787,5157,"Sardar A Sami (Stay at Home, stay safe)",1.18199E+18,3563,0,Dubai & Islamabad,1157
0,,indiatoday.in/reporter/akshi…,9/10/2015 4:58,2844,297,Akshita Nandagopal,3515196199,4493,0,"New Delhi, India",1554
0,,uppolice.gov.in,4/17/2016 23:42,33763,328,Akash Tomar IPS,7.21952E+17,33376,0,,3223
0,,,9/21/2016 3:56,88261,8,Sunil lahri,7.78549E+17,4969,0,andheri (w) Mumbai India,2116
0,,,,,,,,,,,
0,,,10/8/2011 13:55,1369,134,Wahid Halepoto,387317013,2445,0,BADIN | KARACHI | LONDON,1915
0,,,6/17/2009 11:29,3817,4974,Nolan Pinto,48060951,28448,0,"Bengaluru, India",7745
0,,jagdishmukhi.in,8/15/2011 8:07,10849,103,Prof.Jagdish Mukhi,355561047,1527,0,"Assam, India",4298
0,,reuters.com/journalists/jo…,7/16/2012 9:00,1560,1317,John Geddie,637155972,1434,0,Singapore,3275
0,,,7/29/2017 3:53,332683,89,Siddaramaiah,8.9125E+17,221,0,,4842
0,,facebook.com/rajashekaran.c…,8/16/2017 8:34,1184,389,C.Rajashekaran’s Official Account,8.97844E+17,10975,0,India,4715
0,,,1/17/2014 8:37,2271,577,Sudhir Pandey,2296405082,1971,0,"New Delhi, India",1359
0,,,11/8/2013 6:46,55991,326,كونسبت المُستجَد,2182343432,508,0,,4569
0,,,7/2/2010 23:10,196,126,Manjunath KL,162287106,4041,0,Bangalore,766
0,,,4/4/2013 22:44,8868,667,Jainendra Jeevan,1328455260,25541,0,,20097
0,,DalitEnterpriseOnline.Com,5/3/2009 5:26,10917,1863,Chandra Bhan Prasad,37408240,3037,0,"New Delhi, India",10365
0,,,7/22/2017 14:08,1362,458,Churachandpur Police,8.88868E+17,1408,0,"Churachandpur, India",645
0,,,,,,,,,,,
0,,,1/17/2017 1:14,1322,1065,Bhupesh Pahade  😊,8.21285E+17,23513,0,Bharat.,30879
0,,,1/19/2014 2:20,748,1094,Ajay Pratap Singh,2299432627,42446,0,"Greater Noida, India",45345
0,,,2/2/2012 4:22,4347,438,Anupam K Singh  🇮🇳,481188960,54917,0,"New Delhi, India",34114
0,,facebook.com/guberan6,6/2/2014 3:55,594,50,பண்ருட்டி இரா.செ.குபேரன்.,2541215570,2139,0,"Panruti, Tamil Nadu",3978
0,,facebook.com/PoliticalShiaP…,4/22/2011 2:01,4980,73,PoliticalShiaPK,286073411,1181,0,"Lahore, Pakistan",14928
0,,profcongress.com,3/21/2011 11:19,2847,1796,Arijit Mukherjee(অরিজিৎ মুখার্জি) 🇮🇳,269930371,69844,0,"Kolkata, India",57691
0,,,2/25/2011 1:45,2225,2010,Pramod Chaturvedi  🇮🇳,257394747,3569,0,"Hyderabad, New Delhi, Ballia",7751
0,,,12/14/2013 10:38,21,136,Tamizh Ilakkiya,2245993171,531,0,"Vellore, India",75
0,,,1/13/2014 0:04,3560,2203,Dr. Vijay Gurjar,2289305744,20320,0,"New Delhi, India",21675
0,,,7/11/2019 11:11,10257,7157,Ch Shahid Munir PML(N),1.14938E+18,15194,0,چیچہ وطنی، ساہیوال پاکستان,13231
0,,,4/4/2010 11:00,422,530,Ankit Bhardwaj,129556881,5661,0,"Gurgaon,India",2308
0,,instagram.com/shraddhadas43/,7/29/2010 8:25,443408,1179,Shraddha das,172377027,10392,0,"Mumbai, India",11064
0,,,1/23/2018 5:02,57978,258,Aastha Tripathi,9.55788E+17,70230,0,लखनऊ उत्तर प्रदेश,25641
0,,,3/2/2020 7:24,116,27,Yogesh Kale@1975,1.2345E+18,1396,0,,1495
0,,,5/29/2012 4:47,3519,976,yasmin,593635117,1507,0,,58972
0,,facebook.com/HuzaifaAamirRa…,12/18/2013 6:15,4403,317,Huzaifa Aamir Rashadi,2252055270,1424,0,Aligarh | New Delhi । Lucknow,2082
0,,instagram.com/faghahdieannaa,10/29/2011 16:14,7978,6934,FarraDiana,401031664,132175,0,1731,66187
0,,khaalidfoodhaadhi.blogspot.com,10/1/2013 11:48,10444,1514,Khaalid Foodhaadhi,1924254288,1716,0,Hargeisa,7298
